Bill_ID,Customer_ID,Billing_Month,Consumption_kWh,Bill_Amount,Paid_Status,Dispute_Flag,High_Bill_Flag
2960,754,2024-12,26,100.5,Yes,No,No
2961,815,2023-12,21,77.75,Yes,No,No
2962,103,2024-05,89,128.75,Yes,No,No
2963,680,2026-02,13,33.75,Yes,No,No
2964,588,2024-11,95,164.25,Yes,No,No
2965,417,2025-12,1,67.75,Yes,No,No
2966,950,2024-01,88,97,Yes,No,No
2967,478,2024-06,55,81.25,Yes,No,No
2968,135,2024-06,71,98.25,Yes,No,No
2969,655,2025-11,46,68.5,Yes,No,No
2970,587,2025-02,19,53.25,Yes,No,No
2971,928,2026-02,87,165.25,Yes,No,No
2972,984,2025-09,33,107.75,Yes,No,No
2973,289,2025-04,36,82,Yes,No,No
2974,803,2025-01,91,124.25,Yes,Yes,No
2975,145,2025-10,33,51.75,Yes,No,No
2976,231,2023-12,100,95,Yes,No,No
2977,590,2024-08,3,33.25,Yes,No,No
2978,998,2023-11,55,94.25,Yes,No,No
2979,93,2024-02,88,106,Yes,No,No
2980,227,2024-12,89,151.75,Yes,No,No
2981,82,2025-10,21,92.75,Yes,No,No
2982,533,2025-04,80,149,Yes,No,No
2983,768,2023-03,77,92.75,Yes,No,No
2984,222,2026-03,75,92.25,Yes,No,No
2985,1,2024-05,8,70,Yes,No,No
2986,591,2023-11,29,86.75,Yes,No,No
2987,705,2025-01,70,106.5,Yes,No,No
2988,65,2025-10,62,130.5,No,No,No
2989,495,2026-02,16,36,Yes,No,No
2990,428,2026-01,42,99.5,Yes,No,No
2991,585,2024-08,75,122.25,No,No,No
2992,333,2024-12,44,66,Yes,No,No
2993,213,2023-08,78,148.5,Yes,No,No
2994,684,2025-02,53,80.75,Yes,No,No
2995,365,2025-07,5,92.75,Yes,No,No
2996,692,2026-03,3,57.25,Yes,No,No
2997,785,2025-02,65,95.75,Yes,No,No
2998,877,2026-03,44,92,Yes,No,No
2999,192,2025-07,68,95,Yes,No,No
3000,695,2026-01,15,38.25,Yes,No,No
,,,,,Yes,No,No
